Date / Time,Temperature [C],DissolvedOxygen [mg/l],Turbidity [NTU],pH [Units],OxidationReductionPotential [mV ],SpecificConductivity [µs/cm]
10/15/2014 17:26,17.2,6.83,5.4,8.25,488,634
10/15/2014 17:29,17.19,6.74,5.7,8.26,490,634
10/15/2014 17:32,17.17,6.94,5.9,8.27,475,636
10/15/2014 17:35,17.16,6.85,5.6,8.27,483,636
10/15/2014 17:38,17.15,6.88,5.4,8.27,209,637
10/15/2014 17:41,17.14,6.93,5,8.27,431,638
10/15/2014 17:44,17.12,6.77,5.2,8.27,455,639
10/15/2014 17:47,17.11,6.8,5.2,8.26,463,640
10/15/2014 17:50,17.1,6.87,5.1,8.27,471,641
10/15/2014 17:53,17.09,6.84,5.3,8.28,476,642
10/15/2014 17:56,17.08,6.85,6,8.28,339,642
10/15/2014 17:59,17.07,6.87,5.1,8.28,433,643
10/15/2014 18:02,17.07,6.89,4.9,8.28,454,644
10/15/2014 18:05,17.06,6.73,4.6,8.28,448,645
10/15/2014 18:08,17.04,6.86,4.7,8.28,462,646
10/15/2014 18:11,17.03,6.89,4.7,8.28,469,646
10/15/2014 18:14,17.02,6.78,4.7,8.28,475,647
10/15/2014 18:17,17.02,6.84,4.7,8.28,476,649
10/15/2014 18:20,17.01,6.85,4.7,8.28,479,649
10/15/2014 18:23,17,6.86,4.8,8.28,481,650
10/15/2014 18:26,16.99,6.86,4.8,8.28,483,650
10/15/2014 18:29,16.99,6.68,4.5,8.28,485,651
10/15/2014 18:32,16.98,6.79,4.5,8.28,487,652
10/15/2014 18:35,16.97,6.79,4.5,8.28,483,652
10/15/2014 18:38,16.97,6.79,4.5,8.28,487,653
10/15/2014 18:41,16.96,6.8,4.5,8.28,435,654
10/15/2014 18:44,16.95,6.76,48.3,8.27,460,655
10/15/2014 18:47,16.95,6.72,4.9,8.27,472,655
10/15/2014 18:50,16.94,6.73,4.7,8.28,477,656
10/15/2014 18:53,16.92,6.95,4.5,8.28,479,656
10/15/2014 18:56,16.91,6.76,4.5,8.29,483,657
10/15/2014 18:59,16.9,6.88,4.4,8.28,486,657
10/15/2014 19:02,16.9,6.84,4.5,8.28,487,658
10/15/2014 19:05,16.89,6.84,4.3,8.29,488,658
10/15/2014 19:08,16.89,6.93,4.7,8.29,488,659
10/15/2014 19:11,16.87,6.82,4.3,8.29,489,659
10/15/2014 19:14,16.87,6.74,4.4,8.29,492,660
10/15/2014 19:17,16.87,6.86,4.3,8.3,491,661
10/15/2014 19:20,16.86,6.8,4.4,8.3,430,661
10/15/2014 19:23,16.85,6.82,4.4,8.3,444,661
10/15/2014 19:26,16.85,6.79,4.3,8.3,324,661
10/15/2014 19:29,16.84,6.78,4.3,8.31,430,662
10/15/2014 19:32,16.83,6.85,207.7,8.31,453,662
10/15/2014 19:35,16.82,6.78,5.7,8.3,412,662
10/15/2014 19:38,16.81,6.79,4.2,8.3,427,663
10/15/2014 19:41,16.8,6.8,4.4,8.31,453,663
10/15/2014 19:44,16.79,6.79,4.4,8.31,463,664
10/15/2014 19:47,16.78,6.89,4.6,8.31,457,664
10/15/2014 19:50,16.77,6.77,4.3,8.31,467,664
10/15/2014 19:53,16.76,6.86,4.3,8.31,399,665
10/15/2014 19:56,16.76,6.75,4.2,8.31,446,665
10/15/2014 19:59,16.75,6.93,4.2,8.31,459,665
10/15/2014 20:02,16.74,6.74,4.3,8.31,469,666
10/15/2014 20:05,16.73,6.79,4.5,8.31,475,666
10/15/2014 20:08,16.72,6.83,4.3,8.31,478,666
10/15/2014 20:11,16.71,6.7,4.3,8.31,479,666
10/15/2014 20:14,16.7,6.84,19.3,8.32,483,667
10/15/2014 20:17,16.69,6.87,5.7,8.32,484,667
10/15/2014 20:20,16.68,6.85,4.2,8.32,486,667
10/15/2014 20:23,16.66,6.87,4.3,8.32,486,668
10/15/2014 20:26,16.65,6.92,4.2,8.33,486,668
10/15/2014 20:29,16.64,6.87,4.1,8.33,487,668
10/15/2014 20:32,16.63,6.8,4.1,8.33,487,669
10/15/2014 20:35,16.61,6.88,4.4,8.33,488,669
10/15/2014 20:38,16.6,6.87,4.1,8.33,489,669
10/15/2014 20:41,16.58,6.86,4.4,8.33,491,669
10/15/2014 20:44,16.57,6.82,4.3,8.34,491,669
10/15/2014 20:47,16.56,6.96,4.3,8.34,492,670
10/15/2014 20:50,16.55,6.79,4.4,8.34,462,670
10/15/2014 20:53,16.54,6.83,4.5,8.34,476,670
10/15/2014 20:56,16.53,6.83,4.3,8.34,481,671
10/15/2014 20:59,16.52,6.8,4.3,8.35,483,671
10/15/2014 21:02,16.51,6.99,4.3,8.34,485,672
10/15/2014 21:05,16.5,6.79,4.2,8.34,486,672
10/15/2014 21:08,16.49,6.92,4.1,8.34,488,672
10/15/2014 21:11,16.48,6.84,4.1,8.35,484,672
10/15/2014 21:14,16.47,6.88,4.1,8.35,487,672
10/15/2014 21:17,16.46,6.92,4.1,8.35,488,673
10/15/2014 21:20,16.45,6.97,4.1,8.35,489,673
10/15/2014 21:23,16.44,6.98,4.1,8.35,490,673
10/15/2014 21:26,16.43,6.94,4.1,8.35,490,673
10/15/2014 21:29,16.42,6.9,4,8.35,492,673
10/15/2014 21:32,16.41,6.86,4,8.35,390,674
10/15/2014 21:35,16.39,6.92,4.4,8.35,437,674
10/15/2014 21:38,16.38,6.81,4.5,8.35,454,674
10/15/2014 21:41,16.37,6.87,4.3,8.36,465,674
10/15/2014 21:44,16.36,6.89,4.2,8.36,472,674
10/15/2014 21:47,16.35,6.94,4.2,8.36,402,675
10/15/2014 21:50,16.35,6.85,4.2,8.36,452,675
10/15/2014 21:53,16.34,6.87,4.2,8.36,460,675
10/15/2014 21:56,16.33,6.9,4.1,8.36,471,675
10/15/2014 21:59,16.31,6.88,4.4,8.36,476,675
10/15/2014 22:02,16.31,6.86,4.2,8.36,480,676
10/15/2014 22:05,16.3,6.88,4.2,8.36,483,676
10/15/2014 22:08,16.3,6.87,4.3,8.36,450,676
10/15/2014 22:11,16.29,6.89,4.6,8.36,471,676
10/15/2014 22:14,16.28,6.9,4.8,8.36,477,676
10/15/2014 22:17,16.27,6.8,4.6,8.36,482,676
10/15/2014 22:20,16.26,6.87,4.4,8.37,484,677
10/15/2014 22:23,16.25,6.96,4.4,8.37,483,677
10/15/2014 22:26,16.24,7.05,4.3,8.37,486,677
10/15/2014 22:29,16.22,6.93,4.3,8.37,473,677
10/15/2014 22:32,16.21,6.87,4.4,8.37,480,677
10/15/2014 22:35,16.21,6.89,4.8,8.37,484,677
10/15/2014 22:38,16.2,6.93,4.8,8.37,484,677
10/15/2014 22:41,16.19,6.93,4.8,8.37,487,677
10/15/2014 22:44,16.19,6.93,4.7,8.37,485,677
10/15/2014 22:47,16.18,6.92,4.5,8.37,488,678
10/15/2014 22:50,16.19,6.89,4.3,8.37,489,678
10/15/2014 22:53,16.18,6.94,4.4,8.37,491,678
10/15/2014 22:56,16.17,6.95,4.3,8.37,460,678
10/15/2014 22:59,16.17,6.99,4.1,8.37,473,678
10/15/2014 23:02,16.16,6.98,4,8.37,479,678
10/15/2014 23:05,16.15,6.96,3.9,8.37,484,679
10/15/2014 23:08,16.14,6.84,3.8,8.36,487,679
10/15/2014 23:11,16.13,6.86,3.8,8.37,488,679
10/15/2014 23:14,16.12,6.85,4.1,8.37,490,679
10/15/2014 23:17,16.11,6.84,3.9,8.37,492,679
10/15/2014 23:20,16.1,6.88,3.9,8.37,492,680
10/15/2014 23:23,16.1,6.9,3.9,8.37,493,681
10/15/2014 23:26,16.09,6.89,3.9,8.37,494,681
10/15/2014 23:29,16.09,6.93,3.8,8.37,495,681
10/15/2014 23:32,16.09,6.97,3.9,8.37,496,681
10/15/2014 23:35,16.08,6.96,3.9,8.37,497,682
10/15/2014 23:38,16.08,6.86,3.8,8.37,458,682
10/15/2014 23:41,16.08,6.93,3.8,8.37,473,682
10/15/2014 23:44,16.08,6.94,3.9,8.37,475,681
10/15/2014 23:47,16.06,6.91,3.8,8.37,476,681
10/15/2014 23:50,16.06,6.89,4,8.37,479,681
10/15/2014 23:53,16.05,6.95,3.8,8.37,484,681
10/15/2014 23:56,16.04,6.91,3.7,8.37,487,681
10/15/2014 23:59,16.04,7.01,4,8.37,491,681
